C9434514_enty	EQUIVALENT	C1117447_enty
C4988431_enty	EQUIVALENT	C5805675_enty
C5139677_enty	MAY_DISPLAY	C7971164_enty
C6737711_enty	EQUIVALENT	C4130410_enty
C2052463_enty	EQUIVALENT	C4986889_enty
C5659705_enty	EQUIVALENT	C5387099_enty
C9838302_enty	EQUIVALENT	C0701898_enty
C0833089_enty	EQUIVALENT	C5220465_enty
C5555673_enty	EQUIVALENT	C8368452_enty
C5560641_enty	EQUIVALENT	C2922743_aapp
C3366844_enty	EQUIVALENT	C8432925_enty
C4089176_enty	EQUIVALENT	C0096366_enty
C4159705_enty	EQUIVALENT	C2972219_enty
C3366844_enty	EQUIVALENT	C1706791_enty
C2832919_elmt	IS_ESSENTIAL_FOR	C1438758_enty
C4476814_enty	EQUIVALENT	C6737783_enty
C5448005_enty	EQUIVALENT	C0096366_enty
C3166891_enty	EQUIVALENT	C1133245_enty
C5124399_enty	EQUIVALENT	C0300400_enty
C2642695_enty	EQUIVALENT	C5765430_elmt
C0248535_enty	EQUIVALENT	C6588725_enty
C4719132_enty	EQUIVALENT	C8390110_enty
C9197253_enty	INCLUDES	C7992384_elmt
C7464872_enty	EQUIVALENT	C0453825_enty
C3259472_elmt	EQUIVALENT	C5366910_enty
C4733381_elmt	EQUIVALENT	C4697261_enty
C4878520_aapp	EQUIVALENT	C3299678_aapp
C2547954_enty	EQUIVALENT	C2986252_enty
C6774847_enty	EQUIVALENT	C8408868_enty
C4236316_dsyn	EQUIVALENT	C2294539_dsyn
C8914826_enty	EQUIVALENT	C2263761_enty
C0733183_dsyn	IS_A	C2018652_dsyn
C7059824_enty	EQUIVALENT	C9469206_enty
C5231637_enty	EQUIVALENT	C8518256_enty
C5345125_enty	EQUIVALENT	C1036114_enty
C7930546_enty	EQUIVALENT	C4837169_enty
C4880692_enty	IS_TRIGGERED_BY	C9046468_aapp
C2314032_enty	EQUIVALENT	C5975787_aapp
C1697205_enty	EQUIVALENT	C2829633_enty
C2914854_enty	EQUIVALENT	C1859991_enty
C4484682_enty	EQUIVALENT	C7310117_elmt
C7096732_enty	EQUIVALENT	C8851606_enty
C5444691_enty	INCLUDES_RISK_FACTORS_SUCH_AS	C8115365_enty
C9814788_enzy	EQUIVALENT	C4128043_enzy
C2982512_dsyn	EQUIVALENT	C8181563_dsyn
C9197253_enty	FOCUSES_ON	C6272249_enty
C0501054_aapp	EQUIVALENT	C5855527_aapp
C2839379_dsyn	EQUIVALENT	C6154689_dsyn
C2839379_dsyn	EQUIVALENT	C7116867_dsyn
C1923701_elmt	EQUIVALENT	C4697261_enty
C4392664_elmt	EQUIVALENT	C6721046_elmt
C7213451_enty	EQUIVALENT	C3535386_enty
C8397555_elmt	EQUIVALENT	C5853648_elmt
C5014500_enty	EQUIVALENT	C2876686_enty
C1975310_enty	EQUIVALENT	C3264483_enty
C6311552_enty	EQUIVALENT	C8518256_enty
C8541494_enty	EQUIVALENT	C9838302_enty
C0857945_enty	EQUIVALENT	C5661442_enty
C3376410_enty	EQUIVALENT	C6249039_dsyn
C5994291_enty	EQUIVALENT	C8584469_enty
C7588029_enty	EQUIVALENT	C8230556_dsyn
C9814788_enzy	EQUIVALENT	C7252556_dsyn
C4545366_enty	EQUIVALENT	C1699591_enty
C8643010_aapp	EQUIVALENT	C0501054_aapp
C8541494_enty	EQUIVALENT	C1942240_enty
C0437244_enzy	EQUIVALENT	C0805471_enzy
C1708484_enty	EQUIVALENT	C1258400_enty
C4733381_elmt	EQUIVALENT	C9736666_enty
C8851606_enty	EQUIVALENT	C1789038_enty
C3696015_enty	EQUIVALENT	C4399557_enty
C1923701_elmt	EQUIVALENT	C5659705_enty
C1703180_enty	EQUIVALENT	C1117447_enty
C1050516_enzy	EQUIVALENT	C0007772_enzy
C2635566_enty	EQUIVALENT	C7213451_enty
C4495432_enzy	EQUIVALENT	C8004539_enzy
C2839379_dsyn	EQUIVALENT	C6674552_dsyn
C1948954_enzy	EQUIVALENT	C7851072_dsyn
C1447359_enty	EQUIVALENT	C8327210_enty
C9838302_enty	EQUIVALENT	C2449147_enty
C7923269_enty	EQUIVALENT	C4159705_enty
C6338342_enty	EQUIVALENT	C7096732_enty
C9469205_elmt	EQUIVALENT	C3671982_elmt
C5773849_enty	EQUIVALENT	C1533498_dsyn
C6136653_enty	EQUIVALENT	C7662691_enty
C8872073_enty	EQUIVALENT	C8009147_enty
C4064491_enty	EQUIVALENT	C6721046_elmt
C0178420_enty	EQUIVALENT	C4159705_enty
C0936188_enty	EQUIVALENT	C1649594_enty
C3622141_enty	EQUIVALENT	C3427167_enty
C6136653_enty	EQUIVALENT	C3143718_enty
C2504365_elmt	EQUIVALENT	C9814788_enzy
C3535386_enty	EQUIVALENT	C0178420_enty
C3906665_enty	EQUIVALENT	C1975310_enty
C4837169_enty	EQUIVALENT	C3514016_enty
C7213451_enty	EQUIVALENT	C9838302_enty
C6136653_enty	EQUIVALENT	C1621858_enty
C6629231_enty	EQUIVALENT	C9044433_enty
C2892712_enty	EQUIVALENT	C7213451_enty
C6205320_elmt	EQUIVALENT	C5659705_enty
C7128125_enty	EQUIVALENT	C7930546_enty
C0225636_enty	EQUIVALENT	C7202169_enty
C5411741_dsyn	IS_CHARACTERIZED_BY	C3640818_enty
C6333545_elmt	EQUIVALENT	C9430390_elmt
C0300400_enty	EQUIVALENT	C6338342_enty
C4560560_enty	EQUIVALENT	C1416291_enty
C6629231_enty	EQUIVALENT	C2972219_enty
C3029995_enty	EQUIVALENT	C3906665_enty
C0434332_enty	EQUIVALENT	C5387099_enty
C4402274_enty	EQUIVALENT	C4130410_enty
C5444691_enty	IS_TYPICALLY_DIAGNOSED_IN	C1658707_enty
C1789038_enty	EQUIVALENT	C1379478_enty
C2878458_dsyn	EQUIVALENT	C4302498_dsyn
C2982512_dsyn	EQUIVALENT	C2604116_dsyn
C2986252_enty	EQUIVALENT	C2635566_enty
C5951130_enty	EQUIVALENT	C3687221_enty
C7059824_enty	EQUIVALENT	C0665959_enty
C5298783_enty	EQUIVALENT	C9880839_enty
C1306674_aapp	EQUIVALENT	C2216018_aapp
C6735661_enzy	EQUIVALENT	C5033560_enzy
C0917397_enty	EQUIVALENT	C5976088_enty
C5387099_enty	EQUIVALENT	C2642695_enty
C1789038_enty	EQUIVALENT	C8851606_enty
C1278233_enty	EQUIVALENT	C9119348_enty
C6249039_dsyn	EQUIVALENT	C1772151_dsyn
